time_pc_sec_abs,micros32,micros32_raw,time_local_sec,a0,a1,a2,a3,agent_id,chunk_id
1788724215.1863687,6974265,1785411840,1785.41184,41,0,144,61,8,20260906_215213
1788724215.1963527,6974304,1785421824,1785.421824,45,3,145,61,8,20260906_215213
1788724215.2063367,6974343,1785431808,1785.431808,48,1,145,61,8,20260906_215213
1788724215.2163208,6974382,1785441792,1785.441792,51,1,145,61,8,20260906_215213
1788724215.2263048,6974421,1785451776,1785.451776,54,76,144,61,8,20260906_215213
1788724215.2362888,6974460,1785461760,1785.46176,57,194,145,61,8,20260906_215213
1788724215.2462728,6974499,1785471744,1785.471744,61,133,145,60,8,20260906_215213
1788724215.2562568,6974538,1785481728,1785.481728,64,93,145,60,8,20260906_215213
1788724215.2662408,6974577,1785491712,1785.491712,67,70,145,58,8,20260906_215213
1788724215.276481,6974617,1785501952,1785.501952,70,37,145,59,8,20260906_215213
1788724215.2864647,6974656,1785511936,1785.511936,73,31,145,60,8,20260906_215213
1788724215.2964487,6974695,1785521920,1785.52192,76,1,144,61,8,20260906_215213
1788724215.3064327,6974734,1785531904,1785.531904,80,79,143,62,8,20260906_215213
1788724215.3164167,6974773,1785541888,1785.541888,83,121,138,62,8,20260906_215213
1788724215.3264008,6974812,1785551872,1785.551872,86,98,133,61,8,20260906_215213
1788724215.3363848,6974851,1785561856,1785.561856,89,133,127,60,8,20260906_215213
1788724215.3463688,6974890,1785571840,1785.57184,92,58,122,60,8,20260906_215213
1788724215.3563528,6974929,1785581824,1785.581824,96,85,119,61,8,20260906_215213
1788724215.3663368,6974968,1785591808,1785.591808,99,21,118,61,8,20260906_215213
1788724215.3763208,6975007,1785601792,1785.601792,102,15,118,62,8,20260906_215213
1788724215.3863049,6975046,1785611776,1785.611776,105,89,118,61,8,20260906_215213
1788724215.3962886,6975085,1785621760,1785.62176,108,1,119,60,8,20260906_215213
1788724215.4065287,6975125,1785632000,1785.632,111,51,120,58,8,20260906_215213
1788724215.4165127,6975164,1785641984,1785.641984,115,22,121,57,8,20260906_215213
1788724215.4264967,6975203,1785651968,1785.651968,118,49,122,57,8,20260906_215213
1788724215.4364808,6975242,1785661952,1785.661952,121,90,123,57,8,20260906_215213
1788724215.4464648,6975281,1785671936,1785.671936,124,0,124,57,8,20260906_215213
1788724215.4564488,6975320,1785681920,1785.68192,127,1,125,57,8,20260906_215213
1788724215.4664328,6975359,1785691904,1785.691904,130,15,127,58,8,20260906_215213
1788724215.4764168,6975398,1785701888,1785.701888,134,0,128,58,8,20260906_215213
1788724215.4864008,6975437,1785711872,1785.711872,137,2,129,59,8,20260906_215213
1788724215.4963849,6975476,1785721856,1785.721856,140,7,131,59,8,20260906_215213
1788724215.5063686,6975515,1785731840,1785.73184,143,1,133,60,8,20260906_215213
1788724215.516353,6975554,1785741824,1785.741824,146,11,134,61,8,20260906_215213
1788724215.526337,6975593,1785751808,1785.751808,153,1,135,61,8,20260906_215213
1788724215.5365767,6975633,1785762048,1785.762048,156,1,136,62,8,20260906_215213
1788724215.5465608,6975672,1785772032,1785.772032,159,2,137,62,8,20260906_215213
1788724215.5565448,6975711,1785782016,1785.782016,163,53,138,62,8,20260906_215213
1788724215.5665288,6975750,1785792000,1785.792,166,5,139,62,8,20260906_215213
1788724215.5765128,6975789,1785801984,1785.801984,169,51,139,62,8,20260906_215213
1788724215.5864968,6975828,1785811968,1785.811968,172,51,140,62,8,20260906_215213
1788724215.5964808,6975867,1785821952,1785.821952,175,0,140,61,8,20260906_215213
1788724215.6064646,6975906,1785831936,1785.831936,178,62,140,61,8,20260906_215213
1788724215.6164486,6975945,1785841920,1785.84192,182,9,140,61,8,20260906_215213
1788724215.626433,6975984,1785851904,1785.851904,185,54,140,61,8,20260906_215213
1788724215.636417,6976023,1785861888,1785.861888,188,16,140,61,8,20260906_215213
1788724215.6464007,6976062,1785871872,1785.871872,191,57,140,61,8,20260906_215213
1788724215.6566408,6976102,1785882112,1785.882112,194,64,140,61,8,20260906_215213
1788724215.6666248,6976141,1785892096,1785.892096,198,32,140,61,8,20260906_215213
1788724215.6766088,6976180,1785902080,1785.90208,201,86,140,61,8,20260906_215213
1788724215.6865928,6976219,1785912064,1785.912064,204,8,140,61,8,20260906_215213
1788724215.6965768,6976258,1785922048,1785.922048,207,37,140,61,8,20260906_215213
1788724215.7065609,6976297,1785932032,1785.932032,210,36,140,61,8,20260906_215213
1788724215.7165446,6976336,1785942016,1785.942016,214,2,140,60,8,20260906_215213
1788724215.7265286,6976375,1785952000,1785.952,217,50,140,60,8,20260906_215213
1788724215.736513,6976414,1785961984,1785.961984,220,23,140,61,8,20260906_215213
1788724215.746497,6976453,1785971968,1785.971968,223,59,140,61,8,20260906_215213
1788724215.7564807,6976492,1785981952,1785.981952,226,64,140,60,8,20260906_215213
1788724215.7664647,6976531,1785991936,1785.991936,229,2,141,60,8,20260906_215213
1788724215.7764487,6976570,1786001920,1786.00192,233,29,141,60,8,20260906_215213
1788724215.7866888,6976610,1786012160,1786.01216,236,62,141,60,8,20260906_215213
1788724215.7966728,6976649,1786022144,1786.022144,239,45,141,60,8,20260906_215213
1788724215.8066568,6976688,1786032128,1786.032128,242,14,141,60,8,20260906_215213
1788724215.8166409,6976727,1786042112,1786.042112,245,0,141,60,8,20260906_215213
1788724215.8266246,6976766,1786052096,1786.052096,249,43,141,60,8,20260906_215213
1788724215.8366086,6976805,1786062080,1786.06208,252,3,141,60,8,20260906_215213
